,Year,quarter,Bene_Geo_Desc,Bene_Mdcd_Mdcr_Enrl_Stus,Bene_Race_Desc,Bene_Sex_Desc,Bene_Mdcr_Entlmt_Stus,Bene_Age_Desc,Bene_RUCA_Desc,Total_Bene_TH_Elig,Total_PartB_Enrl,Total_Bene_Telehealth,Pct_Telehealth
320,2020,1,Iowa,All,All,All,All,All,All,307277.0,431871.0,13332.0,0.0434
321,2020,1,Iowa,All,All,All,All,All,Rural,166717.0,237562.0,7454.0,0.0447
323,2020,1,Iowa,All,All,All,All,All,Urban,140393.0,194089.0,5840.0,0.0416
324,2020,1,Iowa,All,All,All,Disabled,All,All,31307.0,43187.0,3650.0,0.1166
325,2020,1,Iowa,All,All,All,ESRD,All,All,2787.0,2887.0,181.0,0.0649
326,2020,1,Iowa,All,All,Female,All,All,All,173633.0,237506.0,7943.0,0.0457
327,2020,1,Iowa,All,All,Male,All,All,All,133644.0,194365.0,5389.0,0.0403
328,2020,1,Iowa,All,American Indian/Alaska Native,All,All,All,All,394.0,526.0,18.0,0.0457
329,2020,1,Iowa,All,Asian/Pacific Islander,All,All,All,All,1594.0,2683.0,65.0,0.0408
330,2020,1,Iowa,All,Black/African American,All,All,All,All,4023.0,5687.0,226.0,0.0562
331,2020,1,Iowa,All,Hispanic,All,All,All,All,3291.0,5209.0,157.0,0.0477
332,2020,1,Iowa,All,Non-Hispanic White,All,All,All,All,291509.0,408094.0,12590.0,0.0432
334,2020,1,Iowa,Medicare & Medicaid,All,All,All,All,All,46135.0,58134.0,5096.0,0.1105
335,2020,1,Iowa,Medicare Only,All,All,All,All,All,261142.0,373736.0,8236.0,0.0315
336,2020,1,Kansas,All,All,All,Aged,All,All,249818.0,337612.0,8138.0,0.0326
337,2020,1,Kansas,All,All,All,All,0-64,All,33019.0,44385.0,3176.0,0.0962
338,2020,1,Kansas,All,All,All,All,65-74,All,125554.0,180477.0,4259.0,0.0339
339,2020,1,Kansas,All,All,All,All,75-84,All,82842.0,106012.0,2593.0,0.0313
340,2020,1,Kansas,All,All,All,All,85 and over,All,43154.0,52883.0,1365.0,0.0316
341,2020,1,Kansas,All,All,All,All,All,All,284569.0,383757.0,11393.0,0.04
342,2020,1,Kansas,All,All,All,All,All,Rural,134384.0,183227.0,5714.0,0.0425
344,2020,1,Kansas,All,All,All,All,All,Urban,149819.0,199986.0,5667.0,0.0378
345,2020,1,Kansas,All,All,All,Disabled,All,All,31569.0,42878.0,3069.0,0.0972
346,2020,1,Kansas,All,All,All,ESRD,All,All,3182.0,3267.0,186.0,0.0585
347,2020,1,Kansas,All,All,Female,All,All,All,160965.0,211302.0,6847.0,0.0425
348,2020,1,Kansas,All,All,Male,All,All,All,123604.0,172454.0,4546.0,0.0368
349,2020,1,Kansas,All,American Indian/Alaska Native,All,All,All,All,1520.0,2007.0,62.0,0.0408
350,2020,1,Kansas,All,Asian/Pacific Islander,All,All,All,All,2348.0,3761.0,59.0,0.0251
351,2020,1,Kansas,All,Black/African American,All,All,All,All,9190.0,12772.0,414.0,0.045
352,2020,1,Kansas,All,Hispanic,All,All,All,All,8375.0,12413.0,294.0,0.0351
353,2020,1,Kansas,All,Non-Hispanic White,All,All,All,All,257425.0,344581.0,10332.0,0.0401
355,2020,1,Kansas,Medicare & Medicaid,All,All,All,All,All,40037.0,49605.0,3473.0,0.0867
356,2020,1,Kansas,Medicare Only,All,All,All,All,All,244532.0,334151.0,7920.0,0.0324
357,2020,1,Kentucky,All,All,All,Aged,All,All,315721.0,416165.0,15251.0,0.0483
358,2020,1,Kentucky,All,All,All,All,0-64,All,76553.0,103060.0,7072.0,0.0924
359,2020,1,Kentucky,All,All,All,All,65-74,All,168781.0,232111.0,8551.0,0.0507
360,2020,1,Kentucky,All,All,All,All,75-84,All,103498.0,130048.0,4773.0,0.0461
361,2020,1,Kentucky,All,All,All,All,85 and over,All,46127.0,56725.0,2086.0,0.0452
362,2020,1,Kentucky,All,All,All,All,All,All,394959.0,521944.0,22482.0,0.0569
363,2020,1,Kentucky,All,All,All,All,All,Rural,204053.0,272769.0,12189.0,0.0597
365,2020,1,Kentucky,All,All,All,All,All,Urban,189241.0,246990.0,10204.0,0.0539
366,2020,1,Kentucky,All,All,All,Disabled,All,All,74123.0,100566.0,6912.0,0.0933
367,2020,1,Kentucky,All,All,All,ESRD,All,All,5115.0,5212.0,319.0,0.0624
368,2020,1,Kentucky,All,All,Female,All,All,All,221033.0,278604.0,13629.0,0.0617
369,2020,1,Kentucky,All,All,Male,All,All,All,173926.0,243340.0,8853.0,0.0509
371,2020,1,Kentucky,All,Asian/Pacific Islander,All,All,All,All,1818.0,2920.0,93.0,0.0512
372,2020,1,Kentucky,All,Black/African American,All,All,All,All,19096.0,25876.0,1072.0,0.0561
373,2020,1,Kentucky,All,Hispanic,All,All,All,All,2596.0,3750.0,157.0,0.0605
374,2020,1,Kentucky,All,Non-Hispanic White,All,All,All,All,365467.0,480961.0,20858.0,0.0571
376,2020,1,Kentucky,Medicare & Medicaid,All,All,All,All,All,105172.0,131039.0,8901.0,0.0846
377,2020,1,Kentucky,Medicare Only,All,All,All,All,All,289787.0,390905.0,13581.0,0.0469
378,2020,1,Louisiana,All,All,All,Aged,All,All,286645.0,368957.0,17915.0,0.0625
379,2020,1,Louisiana,All,All,All,All,0-64,All,59355.0,80362.0,5797.0,0.0977
380,2020,1,Louisiana,All,All,All,All,65-74,All,153523.0,206668.0,10289.0,0.067
381,2020,1,Louisiana,All,All,All,All,75-84,All,95299.0,115827.0,5800.0,0.0609
382,2020,1,Louisiana,All,All,All,All,85 and over,All,41677.0,50322.0,2247.0,0.0539
383,2020,1,Louisiana,All,All,All,All,All,All,349854.0,453179.0,24133.0,0.069
384,2020,1,Louisiana,All,All,All,All,All,Rural,81449.0,106083.0,5580.0,0.0685
386,2020,1,Louisiana,All,All,All,All,All,Urban,266175.0,344154.0,18387.0,0.0691
387,2020,1,Louisiana,All,All,All,Disabled,All,All,54760.0,75663.0,5305.0,0.0969
388,2020,1,Louisiana,All,All,All,ESRD,All,All,8449.0,8559.0,913.0,0.1081
389,2020,1,Louisiana,All,All,Female,All,All,All,198444.0,246548.0,14464.0,0.0729
390,2020,1,Louisiana,All,All,Male,All,All,All,151410.0,206631.0,9669.0,0.0639
391,2020,1,Louisiana,All,American Indian/Alaska Native,All,All,All,All,340.0,448.0,28.0,0.0824
392,2020,1,Louisiana,All,Asian/Pacific Islander,All,All,All,All,2634.0,4139.0,133.0,0.0505
393,2020,1,Louisiana,All,Black/African American,All,All,All,All,81943.0,110219.0,5717.0,0.0698
394,2020,1,Louisiana,All,Hispanic,All,All,All,All,6468.0,9066.0,452.0,0.0699
395,2020,1,Louisiana,All,Non-Hispanic White,All,All,All,All,252488.0,321109.0,17413.0,0.069
397,2020,1,Louisiana,Medicare & Medicaid,All,All,All,All,All,98120.0,123067.0,7739.0,0.0789
398,2020,1,Louisiana,Medicare Only,All,All,All,All,All,251734.0,330112.0,16394.0,0.0651
399,2020,1,Maine,All,All,All,Aged,All,All,100655.0,147569.0,5601.0,0.0556
400,2020,1,Maine,All,All,All,All,0-64,All,25303.0,35387.0,3547.0,0.1402
401,2020,1,Maine,All,All,All,All,65-74,All,45851.0,72758.0,2883.0,0.0629
402,2020,1,Maine,All,All,All,All,75-84,All,35922.0,50063.0,1949.0,0.0543
403,2020,1,Maine,All,All,All,All,85 and over,All,19519.0,25395.0,850.0,0.0435
404,2020,1,Maine,All,All,All,All,All,All,126595.0,183603.0,9229.0,0.0729
405,2020,1,Maine,All,All,All,All,All,Rural,70759.0,103568.0,4924.0,0.0696
407,2020,1,Maine,All,All,All,All,All,Urban,55821.0,79990.0,4305.0,0.0771
408,2020,1,Maine,All,All,All,Disabled,All,All,24781.0,34844.0,3486.0,0.1407
409,2020,1,Maine,All,All,All,ESRD,All,All,1159.0,1190.0,142.0,0.1225
410,2020,1,Maine,All,All,Female,All,All,All,71565.0,99095.0,5554.0,0.0776
411,2020,1,Maine,All,All,Male,All,All,All,55030.0,84508.0,3675.0,0.0668
412,2020,1,Maine,All,American Indian/Alaska Native,All,All,All,All,444.0,658.0,24.0,0.0541
413,2020,1,Maine,All,Asian/Pacific Islander,All,All,All,All,666.0,1098.0,30.0,0.045
414,2020,1,Maine,All,Black/African American,All,All,All,All,610.0,947.0,62.0,0.1016
415,2020,1,Maine,All,Hispanic,All,All,All,All,768.0,1153.0,65.0,0.0846
416,2020,1,Maine,All,Non-Hispanic White,All,All,All,All,120773.0,174622.0,8764.0,0.0726
418,2020,1,Maine,Medicare & Medicaid,All,All,All,All,All,44683.0,58647.0,4585.0,0.1026
419,2020,1,Maine,Medicare Only,All,All,All,All,All,81912.0,124956.0,4644.0,0.0567
420,2020,1,Maryland,All,All,All,Aged,All,All,514455.0,672754.0,34843.0,0.0677
421,2020,1,Maryland,All,All,All,All,0-64,All,73076.0,94581.0,8883.0,0.1216
422,2020,1,Maryland,All,All,All,All,65-74,All,254933.0,350608.0,18529.0,0.0727
423,2020,1,Maryland,All,All,All,All,75-84,All,182092.0,227300.0,11958.0,0.0657
424,2020,1,Maryland,All,All,All,All,85 and over,All,82857.0,100366.0,4776.0,0.0576
425,2020,1,Maryland,All,All,All,All,All,All,592958.0,772855.0,44146.0,0.0745
426,2020,1,Maryland,All,All,All,All,All,Rural,34806.0,44371.0,2229.0,0.064
428,2020,1,Maryland,All,All,All,All,All,Urban,558097.0,728316.0,41914.0,0.0751
429,2020,1,Maryland,All,All,All,Disabled,All,All,68908.0,90243.0,8531.0,0.1238
430,2020,1,Maryland,All,All,All,ESRD,All,All,9595.0,9858.0,772.0,0.0805
431,2020,1,Maryland,All,All,Female,All,All,All,347970.0,441198.0,27921.0,0.0802
432,2020,1,Maryland,All,All,Male,All,All,All,244988.0,331656.0,16225.0,0.0662
433,2020,1,Maryland,All,American Indian/Alaska Native,All,All,All,All,304.0,407.0,37.0,0.1217
434,2020,1,Maryland,All,Asian/Pacific Islander,All,All,All,All,19417.0,29061.0,1445.0,0.0744
435,2020,1,Maryland,All,Black/African American,All,All,All,All,141697.0,189695.0,10437.0,0.0737
436,2020,1,Maryland,All,Hispanic,All,All,All,All,14359.0,21231.0,1035.0,0.0721
437,2020,1,Maryland,All,Non-Hispanic White,All,All,All,All,399138.0,507119.0,29705.0,0.0744
439,2020,1,Maryland,Medicare & Medicaid,All,All,All,All,All,106615.0,133451.0,9736.0,0.0913
440,2020,1,Maryland,Medicare Only,All,All,All,All,All,486343.0,639404.0,34410.0,0.0708
441,2020,1,Massachusetts,All,All,All,Aged,All,All,542761.0,711914.0,64632.0,0.1191
442,2020,1,Massachusetts,All,All,All,All,0-64,All,107750.0,136004.0,24026.0,0.223
443,2020,1,Massachusetts,All,All,All,All,65-74,All,261822.0,362326.0,33296.0,0.1272
444,2020,1,Massachusetts,All,All,All,All,75-84,All,189506.0,238210.0,22323.0,0.1178
445,2020,1,Massachusetts,All,All,All,All,85 and over,All,95170.0,115126.0,9603.0,0.1009
446,2020,1,Massachusetts,All,All,All,All,All,All,654248.0,851666.0,89248.0,0.1364
447,2020,1,Massachusetts,All,All,All,All,All,Rural,24741.0,33475.0,3337.0,0.1349
449,2020,1,Massachusetts,All,All,All,All,All,Urban,629287.0,817747.0,85876.0,0.1365
450,2020,1,Massachusetts,All,All,All,Disabled,All,All,105594.0,133790.0,23659.0,0.2241
451,2020,1,Massachusetts,All,All,All,ESRD,All,All,5893.0,5962.0,957.0,0.1624
452,2020,1,Massachusetts,All,All,Female,All,All,All,373811.0,475175.0,53789.0,0.1439
453,2020,1,Massachusetts,All,All,Male,All,All,All,280437.0,376491.0,35459.0,0.1264
454,2020,1,Massachusetts,All,American Indian/Alaska Native,All,All,All,All,422.0,522.0,73.0,0.173
455,2020,1,Massachusetts,All,Asian/Pacific Islander,All,All,All,All,11712.0,18592.0,1258.0,0.1074
456,2020,1,Massachusetts,All,Black/African American,All,All,All,All,26528.0,36434.0,4091.0,0.1542
457,2020,1,Massachusetts,All,Hispanic,All,All,All,All,35352.0,47038.0,5598.0,0.1584
458,2020,1,Massachusetts,All,Non-Hispanic White,All,All,All,All,555944.0,715159.0,74841.0,0.1346
460,2020,1,Massachusetts,Medicare & Medicaid,All,All,All,All,All,176489.0,216725.0,31494.0,0.1784
461,2020,1,Massachusetts,Medicare Only,All,All,All,All,All,477759.0,634942.0,57754.0,0.1209
462,2020,1,Michigan,All,All,All,Aged,All,All,562691.0,781595.0,38796.0,0.0689
463,2020,1,Michigan,All,All,All,All,0-64,All,134874.0,180618.0,17989.0,0.1334
464,2020,1,Michigan,All,All,All,All,65-74,All,286652.0,424644.0,20949.0,0.0731
465,2020,1,Michigan,All,All,All,All,75-84,All,185808.0,243063.0,12375.0,0.0666
466,2020,1,Michigan,All,All,All,All,85 and over,All,96144.0,119808.0,6041.0,0.0628
467,2020,1,Michigan,All,All,All,All,All,All,703478.0,968133.0,57354.0,0.0815
468,2020,1,Michigan,All,All,All,All,All,Rural,171395.0,249594.0,11691.0,0.0682
470,2020,1,Michigan,All,All,All,All,All,Urban,531848.0,718128.0,45642.0,0.0858
471,2020,1,Michigan,All,All,All,Disabled,All,All,128956.0,174550.0,17345.0,0.1345
472,2020,1,Michigan,All,All,All,ESRD,All,All,11831.0,11987.0,1213.0,0.1025
473,2020,1,Michigan,All,All,Female,All,All,All,402502.0,532573.0,34950.0,0.0868
474,2020,1,Michigan,All,All,Male,All,All,All,300976.0,435559.0,22404.0,0.0744
475,2020,1,Michigan,All,American Indian/Alaska Native,All,All,All,All,2920.0,4036.0,261.0,0.0894
476,2020,1,Michigan,All,Asian/Pacific Islander,All,All,All,All,9112.0,14299.0,681.0,0.0747
477,2020,1,Michigan,All,Black/African American,All,All,All,All,79451.0,104117.0,8249.0,0.1038
478,2020,1,Michigan,All,Hispanic,All,All,All,All,12890.0,18927.0,1051.0,0.0815
479,2020,1,Michigan,All,Non-Hispanic White,All,All,All,All,580253.0,799412.0,45625.0,0.0786
481,2020,1,Michigan,Medicare & Medicaid,All,All,All,All,All,173039.0,213569.0,20942.0,0.121
482,2020,1,Michigan,Medicare Only,All,All,All,All,All,530439.0,754564.0,36412.0,0.0686
483,2020,1,Minnesota,All,All,All,Aged,All,All,252362.0,377729.0,17651.0,0.0699
484,2020,1,Minnesota,All,All,All,All,0-64,All,58964.0,80913.0,10166.0,0.1724
485,2020,1,Minnesota,All,All,All,All,65-74,All,119391.0,194472.0,8910.0,0.0746
486,2020,1,Minnesota,All,All,All,All,75-84,All,85509.0,120372.0,5787.0,0.0677
487,2020,1,Minnesota,All,All,All,All,85 and over,All,49676.0,65159.0,3302.0,0.0665
488,2020,1,Minnesota,All,All,All,All,All,All,313540.0,460916.0,28165.0,0.0898
489,2020,1,Minnesota,All,All,All,All,All,Rural,112859.0,171398.0,8276.0,0.0733
491,2020,1,Minnesota,All,All,All,All,All,Urban,200175.0,288797.0,19803.0,0.0989
492,2020,1,Minnesota,All,All,All,Disabled,All,All,56862.0,78683.0,9822.0,0.1727
493,2020,1,Minnesota,All,All,All,ESRD,All,All,4316.0,4504.0,692.0,0.1603
494,2020,1,Minnesota,All,All,Female,All,All,All,176784.0,248031.0,16958.0,0.0959
495,2020,1,Minnesota,All,All,Male,All,All,All,136756.0,212885.0,11207.0,0.0819
496,2020,1,Minnesota,All,American Indian/Alaska Native,All,All,All,All,3351.0,4502.0,335.0,0.1
497,2020,1,Minnesota,All,Asian/Pacific Islander,All,All,All,All,4750.0,7977.0,388.0,0.0817
498,2020,1,Minnesota,All,Black/African American,All,All,All,All,10518.0,15130.0,1435.0,0.1364
499,2020,1,Minnesota,All,Hispanic,All,All,All,All,3940.0,6281.0,439.0,0.1114
500,2020,1,Minnesota,All,Non-Hispanic White,All,All,All,All,282514.0,413846.0,24741.0,0.0876
502,2020,1,Minnesota,Medicare & Medicaid,All,All,All,All,All,65260.0,84409.0,10333.0,0.1583
503,2020,1,Minnesota,Medicare Only,All,All,All,All,All,248280.0,376507.0,17832.0,0.0718
505,2020,1,Mississippi,All,All,All,Aged,All,All,272571.0,347851.0,16119.0,0.0591
506,2020,1,Mississippi,All,All,All,All,0-64,All,60503.0,78411.0,5650.0,0.0934
507,2020,1,Mississippi,All,All,All,All,65-74,All,145912.0,193460.0,8990.0,0.0616
508,2020,1,Mississippi,All,All,All,All,75-84,All,92864.0,112687.0,5361.0,0.0577
509,2020,1,Mississippi,All,All,All,All,85 and over,All,37258.0,45180.0,2000.0,0.0537
510,2020,1,Mississippi,All,All,All,All,All,All,336537.0,429738.0,22001.0,0.0654
511,2020,1,Mississippi,All,All,All,All,All,Rural,201178.0,255782.0,12578.0,0.0625
513,2020,1,Mississippi,All,All,All,All,All,Urban,133294.0,171331.0,9302.0,0.0698
514,2020,1,Mississippi,All,All,All,Disabled,All,All,56255.0,74084.0,5345.0,0.095
515,2020,1,Mississippi,All,All,All,ESRD,All,All,7711.0,7802.0,537.0,0.0696
516,2020,1,Mississippi,All,All,Female,All,All,All,194329.0,239038.0,13761.0,0.0708
517,2020,1,Mississippi,All,All,Male,All,All,All,142208.0,190700.0,8240.0,0.0579
518,2020,1,Mississippi,All,American Indian/Alaska Native,All,All,All,All,568.0,702.0,39.0,0.0687
519,2020,1,Mississippi,All,Asian/Pacific Islander,All,All,All,All,1364.0,2188.0,70.0,0.0513
520,2020,1,Mississippi,All,Black/African American,All,All,All,All,87224.0,114168.0,5523.0,0.0633
521,2020,1,Mississippi,All,Hispanic,All,All,All,All,2017.0,2860.0,128.0,0.0635
522,2020,1,Mississippi,All,Non-Hispanic White,All,All,All,All,242312.0,305699.0,16063.0,0.0663
524,2020,1,Mississippi,Medicare & Medicaid,All,All,All,All,All,93926.0,114286.0,7171.0,0.0763
525,2020,1,Mississippi,Medicare Only,All,All,All,All,All,242611.0,315452.0,14830.0,0.0611
526,2020,1,Missouri,All,All,All,Aged,All,All,395491.0,546816.0,14473.0,0.0366
527,2020,1,Missouri,All,All,All,All,0-64,All,77432.0,105031.0,7498.0,0.0968
528,2020,1,Missouri,All,All,All,All,65-74,All,199357.0,292788.0,7693.0,0.0386
529,2020,1,Missouri,All,All,All,All,75-84,All,135771.0,177370.0,4934.0,0.0363
530,2020,1,Missouri,All,All,All,All,85 and over,All,64051.0,80407.0,2243.0,0.035
531,2020,1,Missouri,All,All,All,All,All,All,476611.0,655596.0,22368.0,0.0469
532,2020,1,Missouri,All,All,All,All,All,Rural,171089.0,245941.0,7843.0,0.0458
534,2020,1,Missouri,All,All,All,All,All,Urban,305487.0,409561.0,14524.0,0.0475
535,2020,1,Missouri,All,All,All,Disabled,All,All,73478.0,100950.0,7056.0,0.096
536,2020,1,Missouri,All,All,All,ESRD,All,All,7642.0,7829.0,839.0,0.1098
537,2020,1,Missouri,All,All,Female,All,All,All,270036.0,357801.0,13324.0,0.0493
538,2020,1,Missouri,All,All,Male,All,All,All,206575.0,297794.0,9044.0,0.0438
539,2020,1,Missouri,All,American Indian/Alaska Native,All,All,All,All,795.0,1048.0,52.0,0.0654
540,2020,1,Missouri,All,Asian/Pacific Islander,All,All,All,All,3104.0,5033.0,116.0,0.0374
541,2020,1,Missouri,All,Black/African American,All,All,All,All,31751.0,43952.0,2122.0,0.0668
542,2020,1,Missouri,All,Hispanic,All,All,All,All,4849.0,7252.0,287.0,0.0592
543,2020,1,Missouri,All,Non-Hispanic White,All,All,All,All,427680.0,586063.0,19430.0,0.0454
545,2020,1,Missouri,Medicare & Medicaid,All,All,All,All,All,90939.0,111710.0,8533.0,0.0938
546,2020,1,Missouri,Medicare Only,All,All,All,All,All,385672.0,543886.0,13835.0,0.0359
547,2020,1,Montana,All,All,All,Aged,All,All,98492.0,150301.0,3866.0,0.0393
548,2020,1,Montana,All,All,All,All,0-64,All,12678.0,18615.0,1404.0,0.1107
549,2020,1,Montana,All,All,All,All,65-74,All,53302.0,86916.0,2230.0,0.0418
550,2020,1,Montana,All,All,All,All,75-84,All,31981.0,45339.0,1234.0,0.0386
551,2020,1,Montana,All,All,All,All,85 and over,All,13659.0,18512.0,434.0,0.0318
552,2020,1,Montana,All,All,All,All,All,All,111620.0,169382.0,5302.0,0.0475
553,2020,1,Montana,All,All,All,All,All,Rural,73954.0,114841.0,3482.0,0.0471
555,2020,1,Montana,All,All,All,All,All,Urban,37658.0,54524.0,1820.0,0.0483
556,2020,1,Montana,All,All,All,Disabled,All,All,12227.0,18135.0,1371.0,0.1121
557,2020,1,Montana,All,All,All,ESRD,All,All,901.0,946.0,65.0,0.0721
558,2020,1,Montana,All,All,Female,All,All,All,61154.0,87903.0,3222.0,0.0527
559,2020,1,Montana,All,All,Male,All,All,All,50466.0,81479.0,2080.0,0.0412
560,2020,1,Montana,All,American Indian/Alaska Native,All,All,All,All,4366.0,6178.0,215.0,0.0492
561,2020,1,Montana,All,Asian/Pacific Islander,All,All,All,All,408.0,677.0,21.0,0.0515
562,2020,1,Montana,All,Black/African American,All,All,All,All,252.0,380.0,16.0,0.0635
563,2020,1,Montana,All,Hispanic,All,All,All,All,1290.0,1991.0,80.0,0.062
564,2020,1,Montana,All,Non-Hispanic White,All,All,All,All,102472.0,155577.0,4838.0,0.0472
566,2020,1,Montana,Medicare & Medicaid,All,All,All,All,All,18487.0,25151.0,1605.0,0.0868
567,2020,1,Montana,Medicare Only,All,All,All,All,All,93133.0,144231.0,3697.0,0.0397
568,2020,1,National,All,All,All,Aged,All,All,20624210.0,27673258.0,1280549.0,0.0621
569,2020,1,National,All,All,All,All,0-64,All,3163071.0,4301866.0,365839.0,0.1157
570,2020,1,National,All,All,All,All,65-74,All,10407056.0,14833158.0,675701.0,0.0649
571,2020,1,National,All,All,All,All,75-84,All,7070986.0,8952949.0,435615.0,0.0616
572,2020,1,National,All,All,All,All,85 and over,All,3351317.0,4094427.0,187930.0,0.0561
573,2020,1,National,All,All,All,All,All,All,23992430.0,32182399.0,1665085.0,0.0694
574,2020,1,National,All,All,All,All,All,Rural,5419130.0,7494962.0,303466.0,0.056
576,2020,1,National,All,All,All,All,All,Urban,18521196.0,24561110.0,1359089.0,0.0734
577,2020,1,National,All,All,All,Disabled,All,All,2971037.0,4102255.0,348715.0,0.1174
578,2020,1,National,All,All,All,ESRD,All,All,397183.0,406886.0,35821.0,0.0902
579,2020,1,National,All,All,Female,All,All,All,13608452.0,17603222.0,1001349.0,0.0736
580,2020,1,National,All,All,Male,All,All,All,10383978.0,14579177.0,663736.0,0.0639
581,2020,1,National,All,American Indian/Alaska Native,All,Aged,All,All,97334.0,128111.0,4989.0,0.0513
582,2020,1,National,All,American Indian/Alaska Native,All,All,0-64,All,37085.0,49614.0,3493.0,0.0942
583,2020,1,National,All,American Indian/Alaska Native,All,All,65-74,All,53643.0,72601.0,2889.0,0.0539
584,2020,1,National,All,American Indian/Alaska Native,All,All,75-84,All,33918.0,42672.0,1759.0,0.0519
585,2020,1,National,All,American Indian/Alaska Native,All,All,85 and over,All,12569.0,15640.0,539.0,0.0429
586,2020,1,National,All,American Indian/Alaska Native,All,All,All,All,137215.0,180528.0,8680.0,0.0633
587,2020,1,National,All,American Indian/Alaska Native,All,All,All,Rural,77429.0,101880.0,4671.0,0.0603
589,2020,1,National,All,American Indian/Alaska Native,All,All,All,Urban,59213.0,77785.0,3958.0,0.0668
590,2020,1,National,All,American Indian/Alaska Native,All,Disabled,All,All,33464.0,45996.0,3190.0,0.0953
591,2020,1,National,All,American Indian/Alaska Native,All,ESRD,All,All,6417.0,6421.0,501.0,0.0781
592,2020,1,National,All,American Indian/Alaska Native,Female,All,All,All,80874.0,101524.0,5424.0,0.0671
593,2020,1,National,All,American Indian/Alaska Native,Male,All,All,All,56341.0,79004.0,3256.0,0.0578
594,2020,1,National,All,Asian/Pacific Islander,All,Aged,All,All,588395.0,878542.0,40020.0,0.068
595,2020,1,National,All,Asian/Pacific Islander,All,All,0-64,All,58292.0,84336.0,6026.0,0.1034
596,2020,1,National,All,Asian/Pacific Islander,All,All,65-74,All,285291.0,456784.0,18910.0,0.0663
597,2020,1,National,All,Asian/Pacific Islander,All,All,75-84,All,206567.0,289314.0,14688.0,0.0711
598,2020,1,National,All,Asian/Pacific Islander,All,All,85 and over,All,107550.0,143621.0,7457.0,0.0693
599,2020,1,National,All,Asian/Pacific Islander,All,All,All,All,657700.0,974055.0,47081.0,0.0716
600,2020,1,National,All,Asian/Pacific Islander,All,All,All,Rural,29520.0,46173.0,1405.0,0.0476
602,2020,1,National,All,Asian/Pacific Islander,All,All,All,Urban,623344.0,913114.0,45577.0,0.0731
603,2020,1,National,All,Asian/Pacific Islander,All,Disabled,All,All,49673.0,75076.0,5303.0,0.1068
604,2020,1,National,All,Asian/Pacific Islander,All,ESRD,All,All,19632.0,20438.0,1758.0,0.0895
605,2020,1,National,All,Asian/Pacific Islander,Female,All,All,All,392145.0,569663.0,28533.0,0.0728
606,2020,1,National,All,Asian/Pacific Islander,Male,All,All,All,265555.0,404393.0,18548.0,0.0698
607,2020,1,National,All,Black/African American,All,Aged,All,All,1405023.0,1941259.0,92323.0,0.0657
608,2020,1,National,All,Black/African American,All,All,0-64,All,595528.0,816362.0,59330.0,0.0996
609,2020,1,National,All,Black/African American,All,All,65-74,All,815121.0,1173726.0,55841.0,0.0685
610,2020,1,National,All,Black/African American,All,All,75-84,All,449109.0,576043.0,29130.0,0.0649
611,2020,1,National,All,Black/African American,All,All,85 and over,All,198662.0,250240.0,11904.0,0.0599
612,2020,1,National,All,Black/African American,All,All,All,All,2058420.0,2816371.0,156205.0,0.0759
613,2020,1,National,All,Black/African American,All,All,All,Rural,293221.0,391776.0,17082.0,0.0583
615,2020,1,National,All,Black/African American,All,All,All,Urban,1751809.0,2400773.0,138451.0,0.079
616,2020,1,National,All,Black/African American,All,Disabled,All,All,519826.0,738321.0,53111.0,0.1022
617,2020,1,National,All,Black/African American,All,ESRD,All,All,133571.0,136791.0,10771.0,0.0806
618,2020,1,National,All,Black/African American,Female,All,All,All,1221387.0,1557649.0,100060.0,0.0819
619,2020,1,National,All,Black/African American,Male,All,All,All,837033.0,1258722.0,56145.0,0.0671
620,2020,1,National,All,Hispanic,All,Aged,All,All,996870.0,1523047.0,70238.0,0.0705
621,2020,1,National,All,Hispanic,All,All,0-64,All,305631.0,420654.0,35303.0,0.1155
622,2020,1,National,All,Hispanic,All,All,65-74,All,534220.0,864275.0,38493.0,0.0721
623,2020,1,National,All,Hispanic,All,All,75-84,All,331082.0,471372.0,23379.0,0.0706
624,2020,1,National,All,Hispanic,All,All,85 and over,All,160042.0,216191.0,10827.0,0.0677
625,2020,1,National,All,Hispanic,All,All,All,All,1330975.0,1972492.0,108002.0,0.0811
626,2020,1,National,All,Hispanic,All,All,All,Rural,166525.0,248296.0,10757.0,0.0646
628,2020,1,National,All,Hispanic,All,All,All,Urban,1158910.0,1705419.0,97050.0,0.0837
629,2020,1,National,All,Hispanic,All,Disabled,All,All,268285.0,381915.0,32042.0,0.1194
630,2020,1,National,All,Hispanic,All,ESRD,All,All,65820.0,67531.0,5722.0,0.0869
631,2020,1,National,All,Hispanic,Female,All,All,All,771600.0,1063629.0,67552.0,0.0875
632,2020,1,National,All,Hispanic,Male,All,All,All,559375.0,908864.0,40450.0,0.0723
633,2020,1,National,All,Non-Hispanic White,All,Aged,All,All,16966558.0,22389570.0,1034544.0,0.061
634,2020,1,National,All,Non-Hispanic White,All,All,0-64,All,2102171.0,2835465.0,253478.0,0.1206
635,2020,1,National,All,Non-Hispanic White,All,All,65-74,All,8272108.0,11623146.0,529806.0,0.064
636,2020,1,National,All,Non-Hispanic White,All,All,75-84,All,5949662.0,7436002.0,359609.0,0.0604
637,2020,1,National,All,Non-Hispanic White,All,All,85 and over,All,2844641.0,3430892.0,155079.0,0.0545
